rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
11,r112-0065-e183bb56,112,197,5,1,3,0,0,133,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.016736,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.711181,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":1.867223,""confirmedRmsMinDelta"":0.008704,""confirmedFluxFactor"":2.205288,""confirmedMinFlux"":0.011032,""confirmedMinBandRatio"":0.008012,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008821,""cooldownOverrideMinBandRatio"":0.034431,""analyzeIntervalMs"":41}"
12,r097-0015-fb3ac24d,97,196,5,1,4,0,0,135,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.010226,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.502835,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.551487,""confirmedRmsMinDelta"":0.003489,""confirmedFluxFactor"":1.988363,""confirmedMinFlux"":0.00637,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":4.769905,""cooldownOverrideMinFlux"":0.01216,""cooldownOverrideMinBandRatio"":0.064262,""analyzeIntervalMs"":41}"
13,r098-0020-32bee3a8,98,196,5,1,4,0,0,134,"{""relativeReattackFactor"":3.956068,""relativeReattackMinDelta"":0.011228,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.502253,""confirmedRmsMinDelta"":0.005516,""confirmedFluxFactor"":2.268633,""confirmedMinFlux"":0.00485,""confirmedMinBandRatio"":0.006056,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.014878,""cooldownOverrideMinBandRatio"":0.052641,""analyzeIntervalMs"":41}"
14,r099-0055-68e061ca,99,196,5,1,4,0,0,135,"{""relativeReattackFactor"":3.988649,""relativeReattackMinDelta"":0.012066,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.589676,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.53865,""confirmedRmsMinDelta"":0.005549,""confirmedFluxFactor"":2.331163,""confirmedMinFlux"":0.005891,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":4.789264,""cooldownOverrideMinFlux"":0.014376,""cooldownOverrideMinBandRatio"":0.048003,""analyzeIntervalMs"":41}"
15,r099-0077-ac272993,99,196,5,1,4,0,0,135,"{""relativeReattackFactor"":3.887687,""relativeReattackMinDelta"":0.008626,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.208697,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.62983,""confirmedRmsMinDelta"":0.008512,""confirmedFluxFactor"":1.819551,""confirmedMinFlux"":0.005709,""confirmedMinBandRatio"":0.012063,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":4.214306,""cooldownOverrideMinFlux"":0.017041,""cooldownOverrideMinBandRatio"":0.048035,""analyzeIntervalMs"":41}"
16,r107-0064-540eaf56,107,196,5,1,4,0,0,135,"{""relativeReattackFactor"":3.886271,""relativeReattackMinDelta"":0.011173,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.829694,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.516834,""confirmedRmsMinDelta"":0.002331,""confirmedFluxFactor"":2.154865,""confirmedMinFlux"":0.005576,""confirmedMinBandRatio"":0.011149,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":4.975552,""cooldownOverrideMinFlux"":0.01301,""cooldownOverrideMinBandRatio"":0.058105,""analyzeIntervalMs"":41}"
17,r098-0037-edc1f567,98,195,5,1,5,0,0,136,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.010076,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.002294,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.603038,""confirmedRmsMinDelta"":0.008214,""confirmedFluxFactor"":1.856719,""confirmedMinFlux"":0.004348,""confirmedMinBandRatio"":0.011279,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.300181,""cooldownOverrideMinFlux"":0.018845,""cooldownOverrideMinBandRatio"":0.055132,""analyzeIntervalMs"":41}"
18,r098-0071-1d88657e,98,195,5,1,5,0,0,136,"{""relativeReattackFactor"":3.919679,""relativeReattackMinDelta"":0.008721,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.530014,""confirmedRmsMinDelta"":0.005664,""confirmedFluxFactor"":1.964945,""confirmedMinFlux"":0.005917,""confirmedMinBandRatio"":0.015535,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.0163,""cooldownOverrideMinBandRatio"":0.055823,""analyzeIntervalMs"":41}"
19,r106-0013-59093ceb,106,195,5,1,5,0,0,136,"{""relativeReattackFactor"":3.880073,""relativeReattackMinDelta"":0.008371,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.691089,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.450497,""confirmedRmsMinDelta"":0.010026,""confirmedFluxFactor"":2.045879,""confirmedMinFlux"":0.00516,""confirmedMinBandRatio"":0.01358,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.023292,""cooldownOverrideMinBandRatio"":0.065959,""analyzeIntervalMs"":41}"
20,r096-0038-9524add7,96,191,5,1,6,0,0,138,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009755,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.453447,""confirmedRmsMinDelta"":0.008572,""confirmedFluxFactor"":2.109507,""confirmedMinFlux"":0.004879,""confirmedMinBandRatio"":0.013642,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":4.814941,""cooldownOverrideMinFlux"":0.021249,""cooldownOverrideMinBandRatio"":0.063687,""analyzeIntervalMs"":41}"
21,r097-0029-6a56c76c,97,191,5,1,6,0,0,137,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011151,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.508228,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.527976,""confirmedRmsMinDelta"":0.00638,""confirmedFluxFactor"":2.300397,""confirmedMinFlux"":0.005662,""confirmedMinBandRatio"":0.009319,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":4.960813,""cooldownOverrideMinFlux"":0.015773,""cooldownOverrideMinBandRatio"":0.055871,""analyzeIntervalMs"":41}"
22,r098-0049-407afaa0,98,191,5,1,6,0,0,138,"{""relativeReattackFactor"":3.892139,""relativeReattackMinDelta"":0.009703,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.521203,""confirmedRmsMinDelta"":0.008329,""confirmedFluxFactor"":2.200589,""confirmedMinFlux"":0.005633,""confirmedMinBandRatio"":0.014807,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":4.896727,""cooldownOverrideMinFlux"":0.019646,""cooldownOverrideMinBandRatio"":0.06492,""analyzeIntervalMs"":41}"
23,r100-0075-33ab7b66,100,191,5,1,6,0,0,138,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.01654,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.558368,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.761887,""confirmedRmsMinDelta"":0.008491,""confirmedFluxFactor"":1.552334,""confirmedMinFlux"":0.00465,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":3.624664,""cooldownOverrideMinFlux"":0.011313,""cooldownOverrideMinBandRatio"":0.052008,""analyzeIntervalMs"":41}"
24,r080-0006-cd463bb6,80,183,5,1,8,0,0,140,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009792,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.43147,""confirmedRmsMinDelta"":0.005539,""confirmedFluxFactor"":2.197646,""confirmedMinFlux"":0.005732,""confirmedMinBandRatio"":0.012716,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":4.897503,""cooldownOverrideMinFlux"":0.014186,""cooldownOverrideMinBandRatio"":0.059891,""analyzeIntervalMs"":41}"
25,r083-0006-2be922a5,83,183,5,1,8,0,0,140,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012221,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.994686,""spectralNoveltyMinBins"":23,""cooldownFrames"":4,""confirmedRmsFactor"":1.509395,""confirmedRmsMinDelta"":0.004519,""confirmedFluxFactor"":2.091189,""confirmedMinFlux"":0.006654,""confirmedMinBandRatio"":0.009382,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.013602,""cooldownOverrideMinBandRatio"":0.061144,""analyzeIntervalMs"":41}"
26,r092-0051-f89861bc,92,183,5,1,8,0,0,140,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011358,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.524066,""spectralNoveltyMinBins"":25,""cooldownFrames"":4,""confirmedRmsFactor"":1.60567,""confirmedRmsMinDelta"":0.007064,""confirmedFluxFactor"":1.975246,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.017288,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":4.570367,""cooldownOverrideMinFlux"":0.017919,""cooldownOverrideMinBandRatio"":0.058039,""analyzeIntervalMs"":41}"
27,r096-0062-61284037,96,183,5,1,8,0,0,141,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.013238,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":25,""cooldownFrames"":4,""confirmedRmsFactor"":1.621471,""confirmedRmsMinDelta"":0.005434,""confirmedFluxFactor"":2.31542,""confirmedMinFlux"":0.007996,""confirmedMinBandRatio"":0.016048,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.009813,""cooldownOverrideMinBandRatio"":0.060472,""analyzeIntervalMs"":41}"
28,r097-0035-f32b025b,97,183,5,1,8,0,0,141,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009994,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.409139,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.610325,""confirmedRmsMinDelta"":0.004174,""confirmedFluxFactor"":2.126655,""confirmedMinFlux"":0.004741,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":4.699095,""cooldownOverrideMinFlux"":0.016406,""cooldownOverrideMinBandRatio"":0.053574,""analyzeIntervalMs"":41}"
29,r041-0031-d962d63d,41,180,6,3,0,1,0,125,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.00417,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.628585,""spectralNoveltyMinBins"":43,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.00387,""confirmedFluxFactor"":2.268107,""confirmedMinFlux"":0.010027,""confirmedMinBandRatio"":0.018229,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":4.842367,""cooldownOverrideMinFlux"":0.023127,""cooldownOverrideMinBandRatio"":0.047802,""analyzeIntervalMs"":41}"
30,r073-0007-c121b59f,73,180,6,3,0,1,0,125,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.950969,""spectralNoveltyMinBins"":43,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.004554,""confirmedFluxFactor"":2.245248,""confirmedMinFlux"":0.004126,""confirmedMinBandRatio"":0.013711,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":4.965616,""cooldownOverrideMinFlux"":0.023909,""cooldownOverrideMinBandRatio"":0.025318,""analyzeIntervalMs"":41}"
31,r106-0049-d69409ab,106,170,5,2,2,0,0,130,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.008984,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.821458,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.593308,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.814852,""confirmedMinFlux"":0.006818,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":4.812234,""cooldownOverrideMinFlux"":0.010664,""cooldownOverrideMinBandRatio"":0.070123,""analyzeIntervalMs"":41}"
32,r107-0029-acab1e43,107,170,5,2,2,0,0,129,"{""relativeReattackFactor"":3.995916,""relativeReattackMinDelta"":0.010527,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.321139,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":1.407522,""confirmedRmsMinDelta"":0.002419,""confirmedFluxFactor"":2.07565,""confirmedMinFlux"":0.00857,""confirmedMinBandRatio"":0.007591,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":4.83223,""cooldownOverrideMinFlux"":0.015402,""cooldownOverrideMinBandRatio"":0.05198,""analyzeIntervalMs"":41}"
33,r078-0013-2a5376d5,78,161,5,2,2,1,0,131,"{""relativeReattackFactor"":3.478668,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.607073,""spectralNoveltyMinBins"":41,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.007599,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.086841,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.042341,""analyzeIntervalMs"":41}"
34,r037-0077-3d1c3f8f,37,160,4,0,6,0,0,139,"{""relativeReattackFactor"":3.484998,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.663598,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.243435,""confirmedRmsMinDelta"":0.00625,""confirmedFluxFactor"":2.388836,""confirmedMinFlux"":0.004874,""confirmedMinBandRatio"":0.00711,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":3.911654,""cooldownOverrideMinFlux"":0.02965,""cooldownOverrideMinBandRatio"":0.049113,""analyzeIntervalMs"":41}"
35,r038-0019-72b633c0,38,160,4,0,6,0,0,139,"{""relativeReattackFactor"":3.501885,""relativeReattackMinDelta"":0.004137,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.635673,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.238943,""confirmedRmsMinDelta"":0.005797,""confirmedFluxFactor"":2.368703,""confirmedMinFlux"":0.004779,""confirmedMinBandRatio"":0.008593,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.012999,""cooldownOverrideMinFlux"":0.028765,""cooldownOverrideMinBandRatio"":0.048498,""analyzeIntervalMs"":41}"
36,r038-0028-49431661,38,160,4,0,6,0,0,139,"{""relativeReattackFactor"":3.370179,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.729133,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.207155,""confirmedRmsMinDelta"":0.005237,""confirmedFluxFactor"":2.361418,""confirmedMinFlux"":0.003546,""confirmedMinBandRatio"":0.007517,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":3.914896,""cooldownOverrideMinFlux"":0.027888,""cooldownOverrideMinBandRatio"":0.052443,""analyzeIntervalMs"":41}"
37,r038-0031-601e7a61,38,160,4,0,6,0,0,138,"{""relativeReattackFactor"":3.482624,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.63427,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.281072,""confirmedRmsMinDelta"":0.006265,""confirmedFluxFactor"":2.35971,""confirmedMinFlux"":0.00482,""confirmedMinBandRatio"":0.007779,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":3.8695,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.048995,""analyzeIntervalMs"":41}"
38,r038-0032-3e54c3e0,38,160,4,0,6,0,0,137,"{""relativeReattackFactor"":3.442151,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.614842,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":1.173636,""confirmedRmsMinDelta"":0.005778,""confirmedFluxFactor"":2.39086,""confirmedMinFlux"":0.004795,""confirmedMinBandRatio"":0.006093,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":4.141813,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.054622,""analyzeIntervalMs"":41}"
39,r038-0041-b00e13a4,38,160,4,0,6,0,0,137,"{""relativeReattackFactor"":3.577446,""relativeReattackMinDelta"":0.004562,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.627021,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.205282,""confirmedRmsMinDelta"":0.005923,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.005549,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":3.935528,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.048325,""analyzeIntervalMs"":41}"
40,r038-0061-fc2a82ee,38,160,4,0,6,0,0,139,"{""relativeReattackFactor"":3.373869,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.714092,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.282637,""confirmedRmsMinDelta"":0.006185,""confirmedFluxFactor"":2.386331,""confirmedMinFlux"":0.004496,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":3.982873,""cooldownOverrideMinFlux"":0.028768,""cooldownOverrideMinBandRatio"":0.050572,""analyzeIntervalMs"":41}"
41,r038-0066-613adadc,38,160,4,0,6,0,0,138,"{""relativeReattackFactor"":3.40619,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.608202,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.226889,""confirmedRmsMinDelta"":0.006461,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.004497,""confirmedMinBandRatio"":0.008848,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":3.84871,""cooldownOverrideMinFlux"":0.029586,""cooldownOverrideMinBandRatio"":0.0506,""analyzeIntervalMs"":41}"
42,r038-0067-f0cf4f7d,38,160,4,0,6,0,0,136,"{""relativeReattackFactor"":3.561066,""relativeReattackMinDelta"":0.004128,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.006014,""confirmedFluxFactor"":2.330153,""confirmedMinFlux"":0.005055,""confirmedMinBandRatio"":0.008579,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":4.0823,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.055658,""analyzeIntervalMs"":41}"
43,r038-0078-e2def139,38,160,4,0,6,0,0,139,"{""relativeReattackFactor"":3.408862,""relativeReattackMinDelta"":0.004261,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.769773,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.243841,""confirmedRmsMinDelta"":0.005784,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003411,""confirmedMinBandRatio"":0.007436,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":4.069068,""cooldownOverrideMinFlux"":0.027337,""cooldownOverrideMinBandRatio"":0.054802,""analyzeIntervalMs"":41}"
