rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
85,r003-0014-816bdf60,3,-404,1,5,21,3,3,148,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.023094,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.611173,""spectralNoveltyMinBins"":21,""cooldownFrames"":3,""confirmedRmsFactor"":1.58782,""confirmedRmsMinDelta"":0.006739,""confirmedFluxFactor"":1.394575,""confirmedMinFlux"":0.019058,""confirmedMinBandRatio"":0.039637,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":2.837332,""cooldownOverrideMinFlux"":0.004192,""cooldownOverrideMinBandRatio"":0.040873,""analyzeIntervalMs"":34}"
86,r002-0054-920e4d7c,2,-404,2,7,7,5,0,131,"{""relativeReattackFactor"":3.949764,""relativeReattackMinDelta"":0.013517,""relativeFluxFactor"":2.363208,""spectralNoveltyRatio"":4.778887,""spectralNoveltyMinBins"":23,""cooldownFrames"":4,""confirmedRmsFactor"":1.832307,""confirmedRmsMinDelta"":0.008991,""confirmedFluxFactor"":1.689323,""confirmedMinFlux"":0.005484,""confirmedMinBandRatio"":0.05,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":3.489296,""cooldownOverrideMinFlux"":0.019775,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":35}"
87,r003-0006-ec5c1ee7,3,-404,3,9,3,7,0,121,"{""relativeReattackFactor"":3.581961,""relativeReattackMinDelta"":0.015793,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.701237,""spectralNoveltyMinBins"":50,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.11894,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.035951,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":3.807529,""cooldownOverrideMinFlux"":0.017378,""cooldownOverrideMinBandRatio"":0.074773,""analyzeIntervalMs"":49}"
88,r003-0073-c4c088df,3,-406,2,3,21,2,2,151,"{""relativeReattackFactor"":3.252324,""relativeReattackMinDelta"":0.009053,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.542619,""spectralNoveltyMinBins"":9,""cooldownFrames"":3,""confirmedRmsFactor"":1.733775,""confirmedRmsMinDelta"":0.008893,""confirmedFluxFactor"":1.759355,""confirmedMinFlux"":0.008575,""confirmedMinBandRatio"":0.020002,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.834231,""cooldownOverrideMinFlux"":0.022524,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":45}"
89,r003-0039-9062c314,3,-410,1,5,23,3,3,150,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.02325,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.346747,""spectralNoveltyMinBins"":19,""cooldownFrames"":3,""confirmedRmsFactor"":1.445689,""confirmedRmsMinDelta"":0.007414,""confirmedFluxFactor"":1.218574,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.047045,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":2.712149,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.026651,""analyzeIntervalMs"":34}"
90,r003-0028-850baa31,3,-415,2,3,24,2,2,154,"{""relativeReattackFactor"":3.352671,""relativeReattackMinDelta"":0.007005,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.512154,""spectralNoveltyMinBins"":6,""cooldownFrames"":3,""confirmedRmsFactor"":1.566279,""confirmedRmsMinDelta"":0.008316,""confirmedFluxFactor"":1.898166,""confirmedMinFlux"":0.007894,""confirmedMinBandRatio"":0.008986,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":2.116643,""cooldownOverrideMinFlux"":0.020008,""cooldownOverrideMinBandRatio"":0.086791,""analyzeIntervalMs"":45}"
91,r002-0024-6a439067,2,-420,3,6,18,5,0,144,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.008701,""relativeFluxFactor"":2.927921,""spectralNoveltyRatio"":5.653049,""spectralNoveltyMinBins"":8,""cooldownFrames"":4,""confirmedRmsFactor"":1.869626,""confirmedRmsMinDelta"":0.008202,""confirmedFluxFactor"":2.089231,""confirmedMinFlux"":0.008065,""confirmedMinBandRatio"":0.05,""confirmedSpectralNoveltyMinBins"":7,""cooldownOverrideFactor"":2.611962,""cooldownOverrideMinFlux"":0.021191,""cooldownOverrideMinBandRatio"":0.055036,""analyzeIntervalMs"":32}"
92,r003-0040-05ac05c4,3,-426,1,6,16,4,2,142,"{""relativeReattackFactor"":2.749678,""relativeReattackMinDelta"":0.017523,""relativeFluxFactor"":1.724059,""spectralNoveltyRatio"":1.574377,""spectralNoveltyMinBins"":12,""cooldownFrames"":4,""confirmedRmsFactor"":1.393056,""confirmedRmsMinDelta"":0.00653,""confirmedFluxFactor"":1.806303,""confirmedMinFlux"":0.016174,""confirmedMinBandRatio"":0.034205,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":4.713326,""cooldownOverrideMinFlux"":0.004944,""cooldownOverrideMinBandRatio"":0.073348,""analyzeIntervalMs"":44}"
93,r003-0029-517757df,3,-427,1,6,17,4,2,141,"{""relativeReattackFactor"":3.837524,""relativeReattackMinDelta"":0.019541,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.419671,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.696452,""confirmedRmsMinDelta"":0.006932,""confirmedFluxFactor"":1.093572,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.044973,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":2.629162,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.027209,""analyzeIntervalMs"":29}"
94,r003-0026-09cd1d55,3,-428,5,10,3,8,0,121,"{""relativeReattackFactor"":3.993277,""relativeReattackMinDelta"":0.010895,""relativeFluxFactor"":1.929911,""spectralNoveltyRatio"":2.690511,""spectralNoveltyMinBins"":45,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.538388,""confirmedMinFlux"":0.016206,""confirmedMinBandRatio"":0.040466,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":3.72149,""cooldownOverrideMinFlux"":0.009085,""cooldownOverrideMinBandRatio"":0.064551,""analyzeIntervalMs"":48}"
95,r001-0056-01acc5da,1,-429,3,6,19,5,0,149,"{""relativeReattackFactor"":3.704661,""relativeReattackMinDelta"":0.01071,""relativeFluxFactor"":2.40069,""spectralNoveltyRatio"":5.230295,""spectralNoveltyMinBins"":7,""cooldownFrames"":4,""confirmedRmsFactor"":1.517772,""confirmedRmsMinDelta"":0.010252,""confirmedFluxFactor"":1.835032,""confirmedMinFlux"":0.009881,""confirmedMinBandRatio"":0.04425,""confirmedSpectralNoveltyMinBins"":3,""cooldownOverrideFactor"":3.224743,""cooldownOverrideMinFlux"":0.020265,""cooldownOverrideMinBandRatio"":0.033424,""analyzeIntervalMs"":28}"
96,r001-0037-18d74b3b,1,-429,3,6,20,5,0,147,"{""relativeReattackFactor"":2.755086,""relativeReattackMinDelta"":0.006962,""relativeFluxFactor"":2.64588,""spectralNoveltyRatio"":3.44586,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":2.036604,""confirmedRmsMinDelta"":0.004112,""confirmedFluxFactor"":1.398656,""confirmedMinFlux"":0.004114,""confirmedMinBandRatio"":0.048324,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":4.484827,""cooldownOverrideMinFlux"":0.011718,""cooldownOverrideMinBandRatio"":0.05821,""analyzeIntervalMs"":36}"
97,r002-0050-34eb4224,2,-430,1,6,20,4,0,146,"{""relativeReattackFactor"":3.310645,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":2.183284,""spectralNoveltyRatio"":2.965468,""spectralNoveltyMinBins"":12,""cooldownFrames"":3,""confirmedRmsFactor"":1.980915,""confirmedRmsMinDelta"":0.004118,""confirmedFluxFactor"":1.705447,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.05,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":3.647688,""cooldownOverrideMinFlux"":0.020375,""cooldownOverrideMinBandRatio"":0.062907,""analyzeIntervalMs"":35}"
98,r002-0055-ae157fb6,2,-432,2,7,17,5,0,141,"{""relativeReattackFactor"":3.081247,""relativeReattackMinDelta"":0.011738,""relativeFluxFactor"":2.169424,""spectralNoveltyRatio"":4.887648,""spectralNoveltyMinBins"":20,""cooldownFrames"":4,""confirmedRmsFactor"":1.953901,""confirmedRmsMinDelta"":0.003256,""confirmedFluxFactor"":1.207206,""confirmedMinFlux"":0.006334,""confirmedMinBandRatio"":0.047042,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":4.339935,""cooldownOverrideMinFlux"":0.014155,""cooldownOverrideMinBandRatio"":0.060241,""analyzeIntervalMs"":33}"
99,r003-0057-39c8fb7c,3,-437,2,7,8,5,0,131,"{""relativeReattackFactor"":3.613131,""relativeReattackMinDelta"":0.013865,""relativeFluxFactor"":1.893319,""spectralNoveltyRatio"":2.928742,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.881373,""confirmedRmsMinDelta"":0.003729,""confirmedFluxFactor"":1.561494,""confirmedMinFlux"":0.016543,""confirmedMinBandRatio"":0.02127,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":4.105603,""cooldownOverrideMinFlux"":0.008544,""cooldownOverrideMinBandRatio"":0.078817,""analyzeIntervalMs"":45}"
100,r001-0010-7a16692e,1,-448,2,5,26,4,2,153,"{""relativeReattackFactor"":3.096987,""relativeReattackMinDelta"":0.014351,""relativeFluxFactor"":1.721014,""spectralNoveltyRatio"":4.140029,""spectralNoveltyMinBins"":24,""cooldownFrames"":2,""confirmedRmsFactor"":1.998564,""confirmedRmsMinDelta"":0.002779,""confirmedFluxFactor"":2.078755,""confirmedMinFlux"":0.00798,""confirmedMinBandRatio"":0.04329,""confirmedSpectralNoveltyMinBins"":5,""cooldownOverrideFactor"":2.503452,""cooldownOverrideMinFlux"":0.009832,""cooldownOverrideMinBandRatio"":0.064666,""analyzeIntervalMs"":34}"
101,r003-0017-f4ec8e22,3,-449,2,7,11,5,0,135,"{""relativeReattackFactor"":3.763455,""relativeReattackMinDelta"":0.016438,""relativeFluxFactor"":1.973696,""spectralNoveltyRatio"":3.422193,""spectralNoveltyMinBins"":17,""cooldownFrames"":4,""confirmedRmsFactor"":1.603631,""confirmedRmsMinDelta"":0.004184,""confirmedFluxFactor"":1.888505,""confirmedMinFlux"":0.018396,""confirmedMinBandRatio"":0.025666,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":4.550933,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.065651,""analyzeIntervalMs"":45}"
102,r002-0044-2d7cca45,2,-454,2,7,14,5,1,137,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.014746,""relativeFluxFactor"":2.188685,""spectralNoveltyRatio"":4.532504,""spectralNoveltyMinBins"":19,""cooldownFrames"":4,""confirmedRmsFactor"":1.179089,""confirmedRmsMinDelta"":0.008635,""confirmedFluxFactor"":1.847903,""confirmedMinFlux"":0.004842,""confirmedMinBandRatio"":0.029819,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":3.277545,""cooldownOverrideMinFlux"":0.011553,""cooldownOverrideMinBandRatio"":0.038158,""analyzeIntervalMs"":29}"
103,r003-0022-6fbdf790,3,-455,2,8,10,6,0,134,"{""relativeReattackFactor"":3.745256,""relativeReattackMinDelta"":0.010924,""relativeFluxFactor"":1.875114,""spectralNoveltyRatio"":3.433791,""spectralNoveltyMinBins"":20,""cooldownFrames"":4,""confirmedRmsFactor"":1.838133,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.751335,""confirmedMinFlux"":0.016847,""confirmedMinBandRatio"":0.028209,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":3.93117,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.072234,""analyzeIntervalMs"":44}"
104,r002-0023-1d3361aa,2,-461,2,7,15,5,0,140,"{""relativeReattackFactor"":3.883607,""relativeReattackMinDelta"":0.020898,""relativeFluxFactor"":2.138423,""spectralNoveltyRatio"":3.39742,""spectralNoveltyMinBins"":14,""cooldownFrames"":4,""confirmedRmsFactor"":1.751399,""confirmedRmsMinDelta"":0.006239,""confirmedFluxFactor"":1.679906,""confirmedMinFlux"":0.015422,""confirmedMinBandRatio"":0.048562,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":4.494877,""cooldownOverrideMinFlux"":0.004965,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":39}"
105,r002-0048-81aa3cff,2,-465,3,10,6,8,0,125,"{""relativeReattackFactor"":3.146161,""relativeReattackMinDelta"":0.012288,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":5.284463,""spectralNoveltyMinBins"":43,""cooldownFrames"":3,""confirmedRmsFactor"":1.908862,""confirmedRmsMinDelta"":0.005095,""confirmedFluxFactor"":1.172961,""confirmedMinFlux"":0.012279,""confirmedMinBandRatio"":0.05,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.042984,""cooldownOverrideMinFlux"":0.013779,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":40}"
106,r003-0045-b1a73f27,3,-468,1,7,13,5,0,139,"{""relativeReattackFactor"":2.86622,""relativeReattackMinDelta"":0.018748,""relativeFluxFactor"":2.161437,""spectralNoveltyRatio"":2.10253,""spectralNoveltyMinBins"":18,""cooldownFrames"":4,""confirmedRmsFactor"":1.368028,""confirmedRmsMinDelta"":0.00549,""confirmedFluxFactor"":1.710956,""confirmedMinFlux"":0.01444,""confirmedMinBandRatio"":0.027593,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.105014,""cooldownOverrideMinFlux"":0.010619,""cooldownOverrideMinBandRatio"":0.073982,""analyzeIntervalMs"":40}"
107,r004-0010-5d3d5364,4,-468,3,10,5,8,0,125,"{""relativeReattackFactor"":3.705511,""relativeReattackMinDelta"":0.013667,""relativeFluxFactor"":1.645867,""spectralNoveltyRatio"":3.251715,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.730115,""confirmedRmsMinDelta"":0.00396,""confirmedFluxFactor"":1.690662,""confirmedMinFlux"":0.017169,""confirmedMinBandRatio"":0.021969,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":4.024443,""cooldownOverrideMinFlux"":0.005002,""cooldownOverrideMinBandRatio"":0.063233,""analyzeIntervalMs"":44}"
108,r002-0032-82de5f88,2,-487,2,4,19,3,2,147,"{""relativeReattackFactor"":3.430156,""relativeReattackMinDelta"":0.014917,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.572187,""spectralNoveltyMinBins"":21,""cooldownFrames"":3,""confirmedRmsFactor"":1.929937,""confirmedRmsMinDelta"":0.007884,""confirmedFluxFactor"":2.378473,""confirmedMinFlux"":0.012848,""confirmedMinBandRatio"":0.011622,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":1.849911,""cooldownOverrideMinFlux"":0.024648,""cooldownOverrideMinBandRatio"":0.066046,""analyzeIntervalMs"":48}"
109,r001-0050-264ab803,1,-488,2,5,19,3,2,145,"{""relativeReattackFactor"":3.889905,""relativeReattackMinDelta"":0.012197,""relativeFluxFactor"":2.033787,""spectralNoveltyRatio"":5.078128,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.222837,""confirmedRmsMinDelta"":0.00659,""confirmedFluxFactor"":1.709643,""confirmedMinFlux"":0.014931,""confirmedMinBandRatio"":0.007809,""confirmedSpectralNoveltyMinBins"":18,""cooldownOverrideFactor"":3.792751,""cooldownOverrideMinFlux"":0.008206,""cooldownOverrideMinBandRatio"":0.084576,""analyzeIntervalMs"":33}"
110,r002-0058-a3a5469b,2,-490,1,8,12,6,0,134,"{""relativeReattackFactor"":3.429886,""relativeReattackMinDelta"":0.02015,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":5.105375,""spectralNoveltyMinBins"":32,""cooldownFrames"":2,""confirmedRmsFactor"":1.934231,""confirmedRmsMinDelta"":0.008254,""confirmedFluxFactor"":1.460136,""confirmedMinFlux"":0.015314,""confirmedMinBandRatio"":0.044306,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.851849,""cooldownOverrideMinFlux"":0.012488,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":35}"
111,r002-0002-41c32ff9,2,-494,1,7,11,5,0,134,"{""relativeReattackFactor"":3.843538,""relativeReattackMinDelta"":0.011865,""relativeFluxFactor"":1.638272,""spectralNoveltyRatio"":3.650941,""spectralNoveltyMinBins"":33,""cooldownFrames"":3,""confirmedRmsFactor"":1.801721,""confirmedRmsMinDelta"":0.006838,""confirmedFluxFactor"":2.29592,""confirmedMinFlux"":0.006619,""confirmedMinBandRatio"":0.022066,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.765462,""cooldownOverrideMinFlux"":0.017832,""cooldownOverrideMinBandRatio"":0.073319,""analyzeIntervalMs"":50}"
112,r002-0057-d3cf6c7c,2,-497,4,9,2,7,0,121,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012327,""relativeFluxFactor"":1.712077,""spectralNoveltyRatio"":2.722351,""spectralNoveltyMinBins"":40,""cooldownFrames"":4,""confirmedRmsFactor"":2.159379,""confirmedRmsMinDelta"":0.009499,""confirmedFluxFactor"":2.37819,""confirmedMinFlux"":0.014302,""confirmedMinBandRatio"":0.012904,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.026552,""cooldownOverrideMinBandRatio"":0.064623,""analyzeIntervalMs"":50}"
113,r002-0016-c5c04dd9,2,-518,1,7,19,5,0,144,"{""relativeReattackFactor"":3.200781,""relativeReattackMinDelta"":0.008773,""relativeFluxFactor"":2.148534,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.527817,""confirmedRmsMinDelta"":0.004544,""confirmedFluxFactor"":1.50669,""confirmedMinFlux"":0.00869,""confirmedMinBandRatio"":0.03081,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.011323,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":39}"
114,r003-0012-35a62469,3,-522,2,8,6,6,0,127,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.016102,""relativeFluxFactor"":1.781995,""spectralNoveltyRatio"":4.049648,""spectralNoveltyMinBins"":24,""cooldownFrames"":4,""confirmedRmsFactor"":1.586075,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.941263,""confirmedMinFlux"":0.017053,""confirmedMinBandRatio"":0.02289,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":4.039435,""cooldownOverrideMinFlux"":0.007041,""cooldownOverrideMinBandRatio"":0.064444,""analyzeIntervalMs"":50}"
115,r003-0034-99a97db6,3,-525,2,8,12,6,1,136,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.018903,""relativeFluxFactor"":1.78449,""spectralNoveltyRatio"":3.214071,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.623768,""confirmedRmsMinDelta"":0.006759,""confirmedFluxFactor"":1.47527,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.035219,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":3.24562,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.041263,""analyzeIntervalMs"":27}"
116,r003-0015-36107ded,3,-527,1,7,23,5,0,148,"{""relativeReattackFactor"":2.605716,""relativeReattackMinDelta"":0.017375,""relativeFluxFactor"":2.126427,""spectralNoveltyRatio"":2.897575,""spectralNoveltyMinBins"":18,""cooldownFrames"":4,""confirmedRmsFactor"":1.282942,""confirmedRmsMinDelta"":0.005759,""confirmedFluxFactor"":1.708324,""confirmedMinFlux"":0.01164,""confirmedMinBandRatio"":0.035222,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.091834,""cooldownOverrideMinFlux"":0.011278,""cooldownOverrideMinBandRatio"":0.089741,""analyzeIntervalMs"":38}"
117,r003-0007-6caa42ea,3,-531,4,10,5,8,0,124,"{""relativeReattackFactor"":3.993167,""relativeReattackMinDelta"":0.013511,""relativeFluxFactor"":1.968134,""spectralNoveltyRatio"":3.922949,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.540185,""confirmedRmsMinDelta"":0.00221,""confirmedFluxFactor"":1.905887,""confirmedMinFlux"":0.018999,""confirmedMinBandRatio"":0.033984,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":3.615586,""cooldownOverrideMinFlux"":0.008266,""cooldownOverrideMinBandRatio"":0.073799,""analyzeIntervalMs"":45}"
118,r003-0080-5ede0901,3,-541,2,3,25,2,4,155,"{""relativeReattackFactor"":3.322442,""relativeReattackMinDelta"":0.016018,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.904644,""spectralNoveltyMinBins"":13,""cooldownFrames"":4,""confirmedRmsFactor"":1.228066,""confirmedRmsMinDelta"":0.003608,""confirmedFluxFactor"":1.510602,""confirmedMinFlux"":0.01274,""confirmedMinBandRatio"":0.038006,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.425405,""cooldownOverrideMinFlux"":0.004897,""cooldownOverrideMinBandRatio"":0.085018,""analyzeIntervalMs"":39}"
119,r003-0050-42fc42b9,3,-559,1,8,13,6,0,137,"{""relativeReattackFactor"":3.308231,""relativeReattackMinDelta"":0.018861,""relativeFluxFactor"":1.837099,""spectralNoveltyRatio"":2.827103,""spectralNoveltyMinBins"":26,""cooldownFrames"":4,""confirmedRmsFactor"":1.516525,""confirmedRmsMinDelta"":0.003778,""confirmedFluxFactor"":1.906759,""confirmedMinFlux"":0.011367,""confirmedMinBandRatio"":0.030199,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.489833,""cooldownOverrideMinFlux"":0.00626,""cooldownOverrideMinBandRatio"":0.071972,""analyzeIntervalMs"":39}"
120,r002-0056-615bb6e0,2,-559,2,7,17,6,0,142,"{""relativeReattackFactor"":3.344191,""relativeReattackMinDelta"":0.02104,""relativeFluxFactor"":2.15047,""spectralNoveltyRatio"":2.414853,""spectralNoveltyMinBins"":6,""cooldownFrames"":3,""confirmedRmsFactor"":1.59277,""confirmedRmsMinDelta"":0.00708,""confirmedFluxFactor"":1.724386,""confirmedMinFlux"":0.01378,""confirmedMinBandRatio"":0.02845,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":4.70073,""cooldownOverrideMinFlux"":0.00992,""cooldownOverrideMinBandRatio"":0.077984,""analyzeIntervalMs"":49}"
121,r003-0041-8e939dc9,3,-559,4,10,2,8,0,119,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012031,""relativeFluxFactor"":1.835588,""spectralNoveltyRatio"":2.025729,""spectralNoveltyMinBins"":47,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.002264,""confirmedFluxFactor"":1.455877,""confirmedMinFlux"":0.015619,""confirmedMinBandRatio"":0.040618,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":3.824043,""cooldownOverrideMinFlux"":0.016111,""cooldownOverrideMinBandRatio"":0.077174,""analyzeIntervalMs"":50}"
122,r002-0036-aecc0074,2,-560,1,5,30,3,3,157,"{""relativeReattackFactor"":2.317659,""relativeReattackMinDelta"":0.020743,""relativeFluxFactor"":1.912098,""spectralNoveltyRatio"":2.796367,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":1.631596,""confirmedRmsMinDelta"":0.007952,""confirmedFluxFactor"":1.546915,""confirmedMinFlux"":0.01376,""confirmedMinBandRatio"":0.024182,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.732399,""cooldownOverrideMinFlux"":0.016665,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":34}"
123,r002-0021-7cb1d51d,2,-561,1,7,26,5,1,151,"{""relativeReattackFactor"":2.488204,""relativeReattackMinDelta"":0.018264,""relativeFluxFactor"":2.215021,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":21,""cooldownFrames"":4,""confirmedRmsFactor"":1.67014,""confirmedRmsMinDelta"":0.00796,""confirmedFluxFactor"":1.606871,""confirmedMinFlux"":0.018186,""confirmedMinBandRatio"":0.03708,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.0099,""cooldownOverrideMinBandRatio"":0.088572,""analyzeIntervalMs"":38}"
124,r002-0066-a422c2a1,2,-562,3,11,6,9,0,124,"{""relativeReattackFactor"":3.299722,""relativeReattackMinDelta"":0.017558,""relativeFluxFactor"":1.790829,""spectralNoveltyRatio"":2.769538,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.749549,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.582448,""confirmedMinFlux"":0.011645,""confirmedMinBandRatio"":0.025103,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.072525,""analyzeIntervalMs"":44}"
125,r002-0012-d920428d,2,-575,1,4,30,2,3,159,"{""relativeReattackFactor"":3.070444,""relativeReattackMinDelta"":0.014975,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.969815,""spectralNoveltyMinBins"":13,""cooldownFrames"":3,""confirmedRmsFactor"":1.760696,""confirmedRmsMinDelta"":0.005076,""confirmedFluxFactor"":2.233413,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.033183,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.017039,""cooldownOverrideMinBandRatio"":0.079195,""analyzeIntervalMs"":43}"
126,r002-0028-5d13b8b2,2,-590,1,8,16,6,1,139,"{""relativeReattackFactor"":3.030264,""relativeReattackMinDelta"":0.013117,""relativeFluxFactor"":2.468762,""spectralNoveltyRatio"":5.967918,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.734407,""confirmedRmsMinDelta"":0.004642,""confirmedFluxFactor"":1.51532,""confirmedMinFlux"":0.015613,""confirmedMinBandRatio"":0.039917,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":4.418536,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.040513,""analyzeIntervalMs"":30}"
