rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
169,r006-0026-35c38dbe,6,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":2.813171,""relativeReattackMinDelta"":0.013033,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.487795,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.120842,""cooldownOverrideMinFlux"":0.026168,""cooldownOverrideMinBandRatio"":0.068205,""analyzeIntervalMs"":42}"
170,r006-0027-34888796,6,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.948365,""relativeReattackMinDelta"":0.013461,""relativeFluxFactor"":1.409324,""spectralNoveltyRatio"":2.377603,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.565928,""cooldownOverrideMinFlux"":0.029224,""cooldownOverrideMinBandRatio"":0.04973,""analyzeIntervalMs"":42}"
171,r006-0031-75199b66,6,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.922801,""relativeReattackMinDelta"":0.014307,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.571497,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":3.108836,""cooldownOverrideMinFlux"":0.025782,""cooldownOverrideMinBandRatio"":0.067196,""analyzeIntervalMs"":42}"
172,r006-0037-71fc0712,6,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.928265,""relativeReattackMinDelta"":0.01381,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.358393,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.596934,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.048928,""analyzeIntervalMs"":42}"
173,r006-0061-a983092b,6,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":2.907833,""relativeReattackMinDelta"":0.01205,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.479979,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.102173,""cooldownOverrideMinFlux"":0.026128,""cooldownOverrideMinBandRatio"":0.066085,""analyzeIntervalMs"":42}"
174,r007-0003-55933cbe,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.847569,""relativeReattackMinDelta"":0.012628,""relativeFluxFactor"":1.442845,""spectralNoveltyRatio"":2.496542,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":3.006412,""cooldownOverrideMinFlux"":0.025553,""cooldownOverrideMinBandRatio"":0.065786,""analyzeIntervalMs"":42}"
175,r007-0024-e81762d8,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.85603,""relativeReattackMinDelta"":0.013023,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.430538,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.473776,""cooldownOverrideMinFlux"":0.029821,""cooldownOverrideMinBandRatio"":0.04653,""analyzeIntervalMs"":42}"
176,r007-0029-a43c0ab9,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.930142,""relativeReattackMinDelta"":0.014183,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.43449,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.494288,""cooldownOverrideMinFlux"":0.029887,""cooldownOverrideMinBandRatio"":0.047781,""analyzeIntervalMs"":42}"
177,r007-0052-8cdc58a9,7,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":2.857222,""relativeReattackMinDelta"":0.014664,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.568576,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.557322,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.047444,""analyzeIntervalMs"":42}"
178,r007-0055-fef8358d,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.8284,""relativeReattackMinDelta"":0.011776,""relativeFluxFactor"":1.423903,""spectralNoveltyRatio"":2.525393,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.702711,""cooldownOverrideMinFlux"":0.025297,""cooldownOverrideMinBandRatio"":0.069095,""analyzeIntervalMs"":42}"
179,r007-0068-21c5fae7,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.744621,""relativeReattackMinDelta"":0.011428,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.586464,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.972725,""cooldownOverrideMinFlux"":0.025797,""cooldownOverrideMinBandRatio"":0.069583,""analyzeIntervalMs"":42}"
180,r007-0073-08866f8b,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.853623,""relativeReattackMinDelta"":0.012833,""relativeFluxFactor"":1.440452,""spectralNoveltyRatio"":2.729871,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.731857,""cooldownOverrideMinFlux"":0.026505,""cooldownOverrideMinBandRatio"":0.069463,""analyzeIntervalMs"":42}"
181,r007-0074-fc90f11f,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.850966,""relativeReattackMinDelta"":0.013874,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.683102,""spectralNoveltyMinBins"":37,""cooldownFrames"":5,""cooldownOverrideFactor"":2.367228,""cooldownOverrideMinFlux"":0.028824,""cooldownOverrideMinBandRatio"":0.050365,""analyzeIntervalMs"":42}"
182,r007-0079-1c1ef97e,7,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.755715,""relativeReattackMinDelta"":0.012418,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.687869,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.47726,""cooldownOverrideMinFlux"":0.028988,""cooldownOverrideMinBandRatio"":0.048728,""analyzeIntervalMs"":42}"
183,r008-0003-bade4b7c,8,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":3.023547,""relativeReattackMinDelta"":0.014109,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.664184,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.533915,""cooldownOverrideMinFlux"":0.028851,""cooldownOverrideMinBandRatio"":0.048634,""analyzeIntervalMs"":42}"
184,r008-0005-6196069f,8,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":2.840061,""relativeReattackMinDelta"":0.012784,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.556712,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.734277,""cooldownOverrideMinFlux"":0.025275,""cooldownOverrideMinBandRatio"":0.069456,""analyzeIntervalMs"":42}"
185,r008-0015-4ccc886c,8,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.979389,""relativeReattackMinDelta"":0.012228,""relativeFluxFactor"":1.444498,""spectralNoveltyRatio"":2.463839,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.951753,""cooldownOverrideMinFlux"":0.025001,""cooldownOverrideMinBandRatio"":0.070663,""analyzeIntervalMs"":42}"
186,r008-0027-2a1447a8,8,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.948863,""relativeReattackMinDelta"":0.013903,""relativeFluxFactor"":1.425188,""spectralNoveltyRatio"":2.449015,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.372406,""cooldownOverrideMinFlux"":0.028869,""cooldownOverrideMinBandRatio"":0.046126,""analyzeIntervalMs"":42}"
187,r008-0061-94f1cb3b,8,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":3.073731,""relativeReattackMinDelta"":0.013306,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.512634,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":2.948672,""cooldownOverrideMinFlux"":0.026253,""cooldownOverrideMinBandRatio"":0.065749,""analyzeIntervalMs"":42}"
188,r008-0071-a8beb83f,8,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.931321,""relativeReattackMinDelta"":0.012555,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.622613,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.911868,""cooldownOverrideMinFlux"":0.026491,""cooldownOverrideMinBandRatio"":0.065522,""analyzeIntervalMs"":42}"
189,r009-0002-535e5087,9,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.949203,""relativeReattackMinDelta"":0.013537,""relativeFluxFactor"":1.442374,""spectralNoveltyRatio"":2.425911,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.451569,""cooldownOverrideMinFlux"":0.029667,""cooldownOverrideMinBandRatio"":0.048804,""analyzeIntervalMs"":42}"
190,r009-0003-e1b1ae0b,9,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.965025,""relativeReattackMinDelta"":0.013362,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.618927,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.628708,""cooldownOverrideMinFlux"":0.029474,""cooldownOverrideMinBandRatio"":0.053165,""analyzeIntervalMs"":42}"
191,r009-0017-38a96dc0,9,-133,4,5,7,3,4,131,"{""relativeReattackFactor"":2.865614,""relativeReattackMinDelta"":0.014619,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.468125,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.593562,""cooldownOverrideMinFlux"":0.029265,""cooldownOverrideMinBandRatio"":0.047241,""analyzeIntervalMs"":42}"
192,r009-0026-938fddbc,9,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":3.008499,""relativeReattackMinDelta"":0.013941,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.497106,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.005621,""cooldownOverrideMinFlux"":0.026324,""cooldownOverrideMinBandRatio"":0.066083,""analyzeIntervalMs"":42}"
193,r009-0068-5d9a1395,9,-133,4,5,7,3,4,130,"{""relativeReattackFactor"":2.886927,""relativeReattackMinDelta"":0.013523,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.650857,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.670771,""cooldownOverrideMinFlux"":0.029591,""cooldownOverrideMinBandRatio"":0.053364,""analyzeIntervalMs"":42}"
194,r005-0034-3e568e04,5,-136,2,4,7,2,0,135,"{""relativeReattackFactor"":2.842401,""relativeReattackMinDelta"":0.006895,""relativeFluxFactor"":1.439893,""spectralNoveltyRatio"":3.232035,""spectralNoveltyMinBins"":29,""cooldownFrames"":5,""cooldownOverrideFactor"":3.342222,""cooldownOverrideMinFlux"":0.024092,""cooldownOverrideMinBandRatio"":0.055257,""analyzeIntervalMs"":40}"
195,r004-0053-4ff6b805,4,-136,4,6,3,4,0,127,"{""relativeReattackFactor"":2.898387,""relativeReattackMinDelta"":0.014742,""relativeFluxFactor"":1.555066,""spectralNoveltyRatio"":3.611477,""spectralNoveltyMinBins"":36,""cooldownFrames"":5,""cooldownOverrideFactor"":3.198555,""cooldownOverrideMinFlux"":0.025278,""cooldownOverrideMinBandRatio"":0.051641,""analyzeIntervalMs"":41}"
196,r006-0063-6bb74f3e,6,-139,4,5,8,3,4,132,"{""relativeReattackFactor"":2.691287,""relativeReattackMinDelta"":0.011962,""relativeFluxFactor"":1.423838,""spectralNoveltyRatio"":2.700235,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":2.868599,""cooldownOverrideMinFlux"":0.025642,""cooldownOverrideMinBandRatio"":0.068734,""analyzeIntervalMs"":42}"
197,r007-0045-5c83fc8a,7,-139,4,5,8,3,4,132,"{""relativeReattackFactor"":2.697141,""relativeReattackMinDelta"":0.011463,""relativeFluxFactor"":1.406724,""spectralNoveltyRatio"":2.428963,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.759906,""cooldownOverrideMinFlux"":0.025259,""cooldownOverrideMinBandRatio"":0.069717,""analyzeIntervalMs"":42}"
198,r007-0080-c92153c1,7,-143,5,7,3,5,1,124,"{""relativeReattackFactor"":2.625852,""relativeReattackMinDelta"":0.012994,""relativeFluxFactor"":1.514578,""spectralNoveltyRatio"":2.800878,""spectralNoveltyMinBins"":41,""cooldownFrames"":5,""cooldownOverrideFactor"":2.642536,""cooldownOverrideMinFlux"":0.025064,""cooldownOverrideMinBandRatio"":0.065473,""analyzeIntervalMs"":41}"
199,r003-0019-07cf2106,3,-154,6,7,0,5,0,121,"{""relativeReattackFactor"":3.652021,""relativeReattackMinDelta"":0.019022,""relativeFluxFactor"":1.885669,""spectralNoveltyRatio"":1.883629,""spectralNoveltyMinBins"":41,""cooldownFrames"":5,""cooldownOverrideFactor"":3.704855,""cooldownOverrideMinFlux"":0.023918,""cooldownOverrideMinBandRatio"":0.056359,""analyzeIntervalMs"":41}"
200,r006-0009-676f54db,6,-159,3,4,6,2,1,134,"{""relativeReattackFactor"":2.777638,""relativeReattackMinDelta"":0.010558,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.443664,""spectralNoveltyMinBins"":31,""cooldownFrames"":5,""cooldownOverrideFactor"":2.942517,""cooldownOverrideMinFlux"":0.025581,""cooldownOverrideMinBandRatio"":0.053882,""analyzeIntervalMs"":40}"
201,r006-0014-77fd521c,6,-159,3,4,6,2,1,134,"{""relativeReattackFactor"":2.698995,""relativeReattackMinDelta"":0.008978,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.512442,""spectralNoveltyMinBins"":30,""cooldownFrames"":5,""cooldownOverrideFactor"":3.217177,""cooldownOverrideMinFlux"":0.02549,""cooldownOverrideMinBandRatio"":0.061279,""analyzeIntervalMs"":40}"
202,r004-0076-0463a586,4,-159,3,5,7,3,2,133,"{""relativeReattackFactor"":2.58191,""relativeReattackMinDelta"":0.008087,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.076035,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":2.967973,""cooldownOverrideMinFlux"":0.02679,""cooldownOverrideMinBandRatio"":0.060178,""analyzeIntervalMs"":41}"
203,r003-0053-4c826d0e,3,-161,3,4,7,2,1,134,"{""relativeReattackFactor"":3.195275,""relativeReattackMinDelta"":0.01407,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.01758,""spectralNoveltyMinBins"":31,""cooldownFrames"":5,""cooldownOverrideFactor"":2.04456,""cooldownOverrideMinFlux"":0.026845,""cooldownOverrideMinBandRatio"":0.049716,""analyzeIntervalMs"":40}"
204,r003-0057-ab8e8a96,3,-172,5,8,1,6,0,121,"{""relativeReattackFactor"":3.032809,""relativeReattackMinDelta"":0.015094,""relativeFluxFactor"":1.586017,""spectralNoveltyRatio"":3.099997,""spectralNoveltyMinBins"":43,""cooldownFrames"":5,""cooldownOverrideFactor"":2.899196,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.053582,""analyzeIntervalMs"":41}"
205,r004-0029-6d31d37a,4,-172,5,8,1,6,0,118,"{""relativeReattackFactor"":3.157002,""relativeReattackMinDelta"":0.014584,""relativeFluxFactor"":1.533533,""spectralNoveltyRatio"":2.426385,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.520034,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.047327,""analyzeIntervalMs"":41}"
206,r007-0071-62d042b5,7,-172,5,8,1,6,0,121,"{""relativeReattackFactor"":3.008529,""relativeReattackMinDelta"":0.013415,""relativeFluxFactor"":1.533362,""spectralNoveltyRatio"":2.828012,""spectralNoveltyMinBins"":43,""cooldownFrames"":5,""cooldownOverrideFactor"":3.139615,""cooldownOverrideMinFlux"":0.026092,""cooldownOverrideMinBandRatio"":0.067518,""analyzeIntervalMs"":41}"
207,r008-0039-f627e568,8,-172,5,8,1,6,0,121,"{""relativeReattackFactor"":3.051507,""relativeReattackMinDelta"":0.01176,""relativeFluxFactor"":1.505119,""spectralNoveltyRatio"":2.64329,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":3.168404,""cooldownOverrideMinFlux"":0.025838,""cooldownOverrideMinBandRatio"":0.068409,""analyzeIntervalMs"":41}"
208,r003-0003-55b51ec6,3,-185,2,5,7,3,0,132,"{""relativeReattackFactor"":3.641159,""relativeReattackMinDelta"":0.011922,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.857227,""spectralNoveltyMinBins"":37,""cooldownFrames"":5,""cooldownOverrideFactor"":2.474829,""cooldownOverrideMinFlux"":0.026653,""cooldownOverrideMinBandRatio"":0.049781,""analyzeIntervalMs"":36}"
209,r003-0069-033e5eb7,3,-193,4,6,6,4,3,126,"{""relativeReattackFactor"":3.921841,""relativeReattackMinDelta"":0.018458,""relativeFluxFactor"":1.567785,""spectralNoveltyRatio"":2.312557,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":3.625024,""cooldownOverrideMinFlux"":0.020877,""cooldownOverrideMinBandRatio"":0.06115,""analyzeIntervalMs"":42}"
210,r004-0008-cc021ac6,4,-193,4,6,6,4,3,129,"{""relativeReattackFactor"":2.898325,""relativeReattackMinDelta"":0.013842,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.644801,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.358599,""cooldownOverrideMinFlux"":0.024178,""cooldownOverrideMinBandRatio"":0.056717,""analyzeIntervalMs"":42}"
211,r005-0042-b61e40d7,5,-193,4,6,6,4,3,130,"{""relativeReattackFactor"":2.849745,""relativeReattackMinDelta"":0.010801,""relativeFluxFactor"":1.429693,""spectralNoveltyRatio"":3.745388,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":3.084488,""cooldownOverrideMinFlux"":0.02716,""cooldownOverrideMinBandRatio"":0.053394,""analyzeIntervalMs"":42}"
212,r006-0050-52d78cc2,6,-193,4,6,6,4,3,130,"{""relativeReattackFactor"":2.795055,""relativeReattackMinDelta"":0.014837,""relativeFluxFactor"":1.414129,""spectralNoveltyRatio"":3.599995,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.05675,""cooldownOverrideMinFlux"":0.022181,""cooldownOverrideMinBandRatio"":0.054792,""analyzeIntervalMs"":42}"
213,r004-0041-eee7cf48,4,-195,3,4,6,2,1,134,"{""relativeReattackFactor"":2.54976,""relativeReattackMinDelta"":0.008219,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.711494,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.309378,""cooldownOverrideMinFlux"":0.023991,""cooldownOverrideMinBandRatio"":0.058252,""analyzeIntervalMs"":40}"
214,r005-0064-8c52dd07,5,-195,3,4,6,2,1,134,"{""relativeReattackFactor"":2.540178,""relativeReattackMinDelta"":0.007094,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.388562,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.212071,""cooldownOverrideMinFlux"":0.024469,""cooldownOverrideMinBandRatio"":0.060124,""analyzeIntervalMs"":40}"
215,r008-0054-b92bcc91,8,-196,3,6,5,4,0,129,"{""relativeReattackFactor"":2.957386,""relativeReattackMinDelta"":0.011892,""relativeFluxFactor"":1.450816,""spectralNoveltyRatio"":2.609958,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":3.110563,""cooldownOverrideMinFlux"":0.024682,""cooldownOverrideMinBandRatio"":0.065122,""analyzeIntervalMs"":40}"
216,r009-0056-811ea4d1,9,-196,3,6,5,4,0,128,"{""relativeReattackFactor"":2.993884,""relativeReattackMinDelta"":0.01356,""relativeFluxFactor"":1.449146,""spectralNoveltyRatio"":2.507116,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":3.05043,""cooldownOverrideMinFlux"":0.026268,""cooldownOverrideMinBandRatio"":0.064635,""analyzeIntervalMs"":40}"
217,r003-0031-b9a14773,3,-199,4,5,5,3,1,131,"{""relativeReattackFactor"":2.879748,""relativeReattackMinDelta"":0.010595,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.209022,""spectralNoveltyMinBins"":35,""cooldownFrames"":5,""cooldownOverrideFactor"":2.768139,""cooldownOverrideMinFlux"":0.027521,""cooldownOverrideMinBandRatio"":0.050256,""analyzeIntervalMs"":40}"
218,r004-0016-4a9d2a2e,4,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.794992,""relativeReattackMinDelta"":0.009568,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.781813,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":3.127725,""cooldownOverrideMinFlux"":0.023918,""cooldownOverrideMinBandRatio"":0.053722,""analyzeIntervalMs"":40}"
219,r004-0042-d191e7f9,4,-199,4,5,5,3,1,131,"{""relativeReattackFactor"":2.921815,""relativeReattackMinDelta"":0.010763,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.776622,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.086879,""cooldownOverrideMinFlux"":0.027986,""cooldownOverrideMinBandRatio"":0.05655,""analyzeIntervalMs"":40}"
220,r004-0078-8a727c86,4,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.697778,""relativeReattackMinDelta"":0.014631,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.415193,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.13302,""cooldownOverrideMinFlux"":0.026248,""cooldownOverrideMinBandRatio"":0.057747,""analyzeIntervalMs"":40}"
221,r005-0023-5ec0113d,5,-199,4,5,5,3,1,131,"{""relativeReattackFactor"":2.84593,""relativeReattackMinDelta"":0.014909,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.461815,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":2.842314,""cooldownOverrideMinFlux"":0.024005,""cooldownOverrideMinBandRatio"":0.054643,""analyzeIntervalMs"":40}"
222,r005-0037-84ff4a19,5,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.741751,""relativeReattackMinDelta"":0.008649,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.453131,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.113052,""cooldownOverrideMinFlux"":0.024795,""cooldownOverrideMinBandRatio"":0.059558,""analyzeIntervalMs"":40}"
223,r005-0074-08b0f233,5,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.618672,""relativeReattackMinDelta"":0.009183,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.699552,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":3.268044,""cooldownOverrideMinFlux"":0.024751,""cooldownOverrideMinBandRatio"":0.054488,""analyzeIntervalMs"":40}"
224,r006-0025-4c042f75,6,-199,4,5,5,3,1,131,"{""relativeReattackFactor"":2.88603,""relativeReattackMinDelta"":0.013415,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.33655,""spectralNoveltyMinBins"":35,""cooldownFrames"":5,""cooldownOverrideFactor"":3.038627,""cooldownOverrideMinFlux"":0.022266,""cooldownOverrideMinBandRatio"":0.054356,""analyzeIntervalMs"":40}"
225,r006-0034-bbcb456e,6,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.764699,""relativeReattackMinDelta"":0.010453,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.929927,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":2.877292,""cooldownOverrideMinFlux"":0.024206,""cooldownOverrideMinBandRatio"":0.06015,""analyzeIntervalMs"":40}"
226,r006-0035-7065b6b3,6,-199,4,5,5,3,1,132,"{""relativeReattackFactor"":2.717783,""relativeReattackMinDelta"":0.013463,""relativeFluxFactor"":1.412444,""spectralNoveltyRatio"":3.274128,""spectralNoveltyMinBins"":33,""cooldownFrames"":5,""cooldownOverrideFactor"":3.197268,""cooldownOverrideMinFlux"":0.022965,""cooldownOverrideMinBandRatio"":0.048398,""analyzeIntervalMs"":40}"
227,r006-0055-1345fb56,6,-199,4,5,5,3,1,131,"{""relativeReattackFactor"":2.820913,""relativeReattackMinDelta"":0.014761,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.463778,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":3.090607,""cooldownOverrideMinFlux"":0.023108,""cooldownOverrideMinBandRatio"":0.052741,""analyzeIntervalMs"":40}"
228,r004-0067-a598a6f9,4,-199,4,6,7,4,3,130,"{""relativeReattackFactor"":2.730746,""relativeReattackMinDelta"":0.012275,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.827467,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":3.079321,""cooldownOverrideMinFlux"":0.025025,""cooldownOverrideMinBandRatio"":0.054101,""analyzeIntervalMs"":42}"
229,r003-0010-c711def9,3,-199,4,7,3,5,0,121,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":1.947188,""spectralNoveltyRatio"":2.381943,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":4.015782,""cooldownOverrideMinFlux"":0.021768,""cooldownOverrideMinBandRatio"":0.069866,""analyzeIntervalMs"":42}"
230,r004-0047-75d85ae9,4,-203,5,8,2,6,0,122,"{""relativeReattackFactor"":2.789463,""relativeReattackMinDelta"":0.010063,""relativeFluxFactor"":1.701945,""spectralNoveltyRatio"":3.697854,""spectralNoveltyMinBins"":39,""cooldownFrames"":5,""cooldownOverrideFactor"":3.218769,""cooldownOverrideMinFlux"":0.026041,""cooldownOverrideMinBandRatio"":0.050727,""analyzeIntervalMs"":41}"
231,r005-0003-1a9811c5,5,-207,4,6,4,4,0,130,"{""relativeReattackFactor"":2.676655,""relativeReattackMinDelta"":0.013548,""relativeFluxFactor"":1.48895,""spectralNoveltyRatio"":3.279067,""spectralNoveltyMinBins"":32,""cooldownFrames"":5,""cooldownOverrideFactor"":2.968543,""cooldownOverrideMinFlux"":0.025141,""cooldownOverrideMinBandRatio"":0.050606,""analyzeIntervalMs"":40}"
232,r006-0004-19177948,6,-207,4,6,4,4,0,130,"{""relativeReattackFactor"":2.676458,""relativeReattackMinDelta"":0.010152,""relativeFluxFactor"":1.546111,""spectralNoveltyRatio"":3.893903,""spectralNoveltyMinBins"":31,""cooldownFrames"":5,""cooldownOverrideFactor"":3.002965,""cooldownOverrideMinFlux"":0.02501,""cooldownOverrideMinBandRatio"":0.054104,""analyzeIntervalMs"":40}"
233,r006-0064-8b0b3983,6,-207,4,6,4,4,0,130,"{""relativeReattackFactor"":2.61307,""relativeReattackMinDelta"":0.009908,""relativeFluxFactor"":1.527479,""spectralNoveltyRatio"":3.91795,""spectralNoveltyMinBins"":31,""cooldownFrames"":5,""cooldownOverrideFactor"":2.895673,""cooldownOverrideMinFlux"":0.02581,""cooldownOverrideMinBandRatio"":0.05804,""analyzeIntervalMs"":40}"
